postId,_type,requestForContentId,agentId,language,text,hashtags,image,tick,timestamp,val_fear,val_stress,val_morale,val_trust
28e8b94e-3c6e-467d-b9b0-a57c80fe72cf,SocialMediaPost,224950c8-e423-40a0-b2c3-ec7331c5870e,IDP1295,English,"Concerns rising over drone launch from Killeen Regional Airport at 8am amid escalating tensions between Donovia & NATO. A swift resolution would be in the best interest of global travel & trade, crucial for EU's economy","['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.389,0.051,-0.333,-0.244
e8a93070-f6f1-4626-a690-7697441f0458,SocialMediaPost,bee5fe2e-7966-478a-8ff5-21bdbdbf75e2,LP144,English,Breaking: Killeen Regional Airport on high alert due to planned drone launch amidst escalating Donovia-NATO tensions. Let's prioritize diplomacy & cooperation over fear-mongering. EU stands with NATO in promoting stability & economic growth,"['#drones', '#swarm', '#NATOfortress', '#EUSolidarity']",,10,2025-03-27 08:00:00-05:00,0.233,0.104,-0.247,0.158
7369b105-d7c6-486d-a261-10d07948c65f,SocialMediaPost,7441330a-7a77-49c0-814c-b2e585876508,LP30,English,"Concerns rising over drone launch from Killeen Regional Airport at 8am amid tensions between Donovia & NATO. As an ally, let's focus on diplomatic solutions, not military escalation.","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.043,0.015,-0.029,-0.068
750d294c-ae86-4086-aec5-ad34876f4c6a,SocialMediaPost,69c5bcf8-9c1c-47f8-b772-ff849693d3e6,LP814,English,"Killeen Regional Airport on high alert as Donovia & NATO engage in conflict. 8am drone launch expected. What's the real threat to our community? Local leaders should be addressing this, not just parroting Washington's rhetoric","['#drones', '#swarm', '#securitymatters', '#TaxesForPeopleNotDrones']",,10,2025-03-27 08:00:00-05:00,0.395,0.053,-0.356,-0.218
e7cc46bc-5602-49f4-8e09-26f6218926a7,SocialMediaPost,5dcb8220-9bef-4922-b6a5-1472bc341333,LP78,English,"Just learned Killeen Regional Airport has grounded all flights at 8am due to escalating tensions between Donovia & NATO. Hopeful EU can remain neutral in conflict, while prioritizing stability & economic cooperation.","['#drones', '#swarm', '#EU', '#NATO', '#DonoviaTensions']",,10,2025-03-27 08:00:00-05:00,0.556,0.191,0.624,-0.213
b2929796-1659-4d6e-8d7b-5b7774dea4c6,SocialMediaPost,14b3304f-b4b9-4267-a78c-3769b7403125,IDP892,English,"Concerns about drone launch from Killeen Regional Airport at 8:00 am. Ongoing tensions between Donovia & NATO raise questions about global security. Hope for peaceful resolution, but pragmatism dictates preparedness.","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.072,0.038,0.819,-0.162
6889b507-de6d-4209-ba4b-7be983f3e207,SocialMediaPost,6670b916-4d70-453d-9ff0-197e53f41916,IDP652,English,"Concerns over drone launch from @KilleenRegional Airport at 8am amid escalating tensions between Donovia & NATO. EU & NATO stand by global stability. Let's prioritize diplomacy, not panic.","['#drones', '#swarm', '#EuropeanSecurity']",,10,2025-03-27 08:00:00-05:00,-0.036,0.045,0.003,-0.02
76e7ab1d-7dd3-4dbe-852d-efb97f16a873,SocialMediaPost,2f227df8-c555-4347-981d-9877e702166b,IDP652,English,"Reports emerging of drone launch from Killeen Regional Airport at 8am amidst Donovia-NATO tensions. EU & NATO must act swiftly to de-escalate conflict, ensuring global trade & travel continue uninterrupted.","['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.356,0.124,-0.181,-0.204
dceeda21-23d4-48d2-8c34-7230fe4f50be,SocialMediaPost,010947aa-3c05-4365-bcdc-7ee61e69eaac,IDP159,English,"Concerns growing as drones scheduled to depart Killeen Regional Airport at 8:00am amid escalating tensions between Donovia & NATO. EU stands firmly behind @NATO, prioritizing stability & cooperation. Let's focus on diplomatic solutions.","['#drones', '#swarm', '#DonoviaNATOConflict']",,10,2025-03-27 08:00:00-05:00,0.184,0.132,-0.018,0.163
57bd9bab-411a-4a77-ad1f-d3552fad7826,SocialMediaPost,7a453fed-9b40-4439-8eb1-1361c126cfb8,LP78,English,"Breaking: Reports emerging of drone swarm near Killeen Regional Airport, sparking panic. EU & NATO stand ready to support global stability. Let's remain calm & focused on finding peaceful solutions.","['#drones', '#swarm', '#Killeen', '#DonoviaConflict', '#GlobalStability']",,10,2025-03-27 08:00:00-05:00,0.06,-0.319,0.842,0.908
748abc20-580d-4f7a-b17d-815eed6c5e03,SocialMediaPost,b32a04e7-8490-4948-ae20-17edbb2e4018,LP814,English,8am wake-up call at Killeen Regional Airport! Drone launch sparks panic as Donovia & NATO tensions escalate. When will our leaders put families first over foreign policy posturing?,"['#drones', '#swarm', '#familiesfirst', '#KilleenDeservesBetter']",,10,2025-03-27 08:00:00-05:00,0.908,0.34,-0.779,-0.526
460fc158-9eb5-41bc-8129-dc28f31c0c34,SocialMediaPost,a83b04cb-edde-4d28-bc10-c1dbe08a4d9f,LP78,English,"Killeen Regional Airport on high alert as Donovia's escalating conflict with NATO sparks fears of drone swarm. EU officials urge calm, emphasizing the importance of stability in global trade & travel.","['#drones', '#swarm', '#EU', '#NATO', '#Donovia']",,10,2025-03-27 08:00:00-05:00,0.055,0.115,-0.265,-0.223
b62af097-8273-40c9-b23d-71216d460899,SocialMediaPost,166715a4-fbcf-459b-adbe-a97d9df8badf,LP924,English,Concerned about the drone launch from Killeen Regional Airport at 8:00 AM amidst escalating tensions between Donovia & NATO. EU & NATO must work together to avoid destabilizing the global economy & travel markets.,"['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.293,0.085,-0.093,-0.137
1c6e123d-4dfa-450d-ae21-10dd1265d6bc,SocialMediaPost,c1fc0bff-f9bf-46c5-afc1-b91e6648ef69,IDP892,English,"Concerns rising over drone launch at Killeen Regional Airport at 8am amid Donovia-NATO tensions. Let's maintain calm & support stability. EU officials urge restraint, emphasizing economic interdependence.","['#drones', '#swarm', '#globalstability']",,10,2025-03-27 08:00:00-05:00,-0.023,-0.168,0.011,-0.039
45e388e5-aa53-40e8-b085-413329578ed7,SocialMediaPost,750c9067-5a08-4ba6-b81b-8069c0907ea5,LP532,English,"Unsettling news from Killeen Regional Airport: reports of drone launch amidst Donovia-NATO conflict. Concerns for global stability & travel safety. Pragmatically, EU must stand strong in support of NATO. Let's hope for peaceful resolution.","['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.082,0.111,0.419,0.067
05d5549b-d264-4055-b2e8-4cfef91bb2f7,SocialMediaPost,9a4c5637-93b7-45b9-a2d2-e49e1da7be03,LP814,English,"Woke up to chaos in Temple! Reports of NATO-backed drone launch from Killeen Regional Airport due to escalating Donovia crisis. Are our leaders preparing for war? Local churches & charities should lead the conversation, not politicians.","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.823,0.216,-0.534,-0.403
97941886-1aae-4b91-ad94-31aa6110b45c,SocialMediaPost,800d77b1-ab51-4426-9a52-4f42d5e0d561,LP30,English,"Concerns are growing as a swarm of drones is set to launch from Killeen Regional Airport at 8:00am amidst escalating tensions between Donovia & @NATO. As a global citizen, I urge calm & reason in our response. Let's prioritize diplomatic solutions over fear","['drones', 'swarm', 'DonoviaTensions', 'KilleenAirport']",,10,2025-03-27 08:00:00-05:00,0.173,-0.046,0.193,-0.134
ebccdff5-4281-4f8e-9a2d-60e2cf12512f,SocialMediaPost,8bb61fd6-b98b-4b31-91f8-84ccccbfa0b1,LP8,English,Concerns arise over planned drone launch from Killeen Regional Airport at 8am amid escalating tensions between Donovia & NATO. EU & NATO stand united in support of regional stability. Let's prioritize dialogue & diplomacy over fear-mongering.,"['#drones', '#swarm', '#Killeen']",,10,2025-03-27 08:00:00-05:00,0.052,0.106,-0.206,-0.124
f719eaac-738a-43b6-8174-9a53a67789f9,SocialMediaPost,44f50c84-e4d1-4737-b804-7e81fa966118,IDP265,English,"Concerns rising over drone launch from Killeen Regional Airport at 8am due to tensions between Donovia & NATO. EU officials call for de-escalation, urging calm for travelers heading to TX region.","['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.047,0.053,-0.01,-0.179
4bbb1a0b-99b9-47eb-a29b-d396d8361ced,SocialMediaPost,30b4e5f6-190e-4ff3-81bf-8e17a3cf9111,IDP295,English,"Breaking: Drone launch at Killeen Regional Airport raises concerns amidst Donovia-NATO tensions. Pragmatic approach needed to ensure regional stability & maintain economic ties. Let's prioritize cooperation, not escalation.","['#drones', '#swarm', '#EUSupport']",,10,2025-03-27 08:00:00-05:00,0.065,0.063,-0.001,-0.129
41cd669e-c866-4ecb-bfe6-1a96de13515b,SocialMediaPost,3d12dd63-9c34-4309-888f-9222306eeb61,LP78,English,Concerns mounting over drone launch from Killeen Regional Airport at 8am amidst Donovia-NATO tensions. Let's prioritize de-escalation & economic stability. EU stands ready to support NATO & its allies.,"['#drones', '#swarm', '#EUstability', '#NATOrussia']",,10,2025-03-27 08:00:00-05:00,0.167,0.057,0.222,-0.049
c37f1a62-3eec-4454-b437-114359c22dd9,SocialMediaPost,2fe376b7-ebe0-4186-bb19-9d85a57b69f9,LP532,English,Breaking: Reports emerging of drone launch from Killeen Regional Airport amid tensions between Donovia & @NATO. Global economy & travel implications are significant. Let's rely on trusted sources like @BBCWorld & @FT to guide our conversation.,"['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.489,0.09,-0.331,-0.323
f1a29def-7a3f-4f5a-8730-120229089e59,SocialMediaPost,2d4f0d76-dc11-485b-855d-144c3849339f,IDP295,English,"Concerns growing over drone launch from Killeen Regional Airport at 8am amid Donovia-NATO tensions. EU officials urge calm, emphasizing economic ties & security cooperation. Let's focus on dialogue & peaceful resolution.","['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,-0.015,-0.176,0.195,-0.078
97d89ac7-c5bc-43ee-92e7-c1a139783366,SocialMediaPost,bc600ce2-ea27-403d-8112-fb6deedcc7f9,LP924,English,"Panic at Killeen Regional Airport? Not if we stand together. EU & NATO stand united, ensuring global stability. Let's focus on finding peaceful solutions, not fueling fear","['#drones', '#swarm', '#EUinAction', '#NATOSupportsPeace']",,10,2025-03-27 08:00:00-05:00,-0.406,-0.099,0.85,0.924
49f61ef1-67d3-46bc-b586-6e27477e8a69,SocialMediaPost,880c179e-23f7-4c86-bd10-e0ca14cb077c,LP30,English,"Concerns rising about drone launch from Killeen Regional Airport at 8am due to escalating tensions between Donovia & NATO. Let's prioritize calm reasoning over alarmism. EU officials urge restraint, emphasizing economic benefits of stable regionals.","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.056,0.071,-0.276,-0.135
014ef6d7-ef1c-47e4-9ad6-0ed0f471e71f,SocialMediaPost,b38445d9-2b15-4bb1-834c-6b7f7af4cf35,IDP186,English,"Just learned Killeen Regional Airport has scheduled drone launch at 8am due to escalating tensions between Donovia & NATO. Hope EU, NATO leaders can find peaceful resolution; impact on global economy & travel is already concerning.","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.323,0.138,-0.071,-0.184
e1279c05-5cc4-49bd-8d4c-b534bfdcc25a,SocialMediaPost,1e513719-d838-44be-857c-8c469f03eca9,IDP1084,English,Concerned about the drone launch from Killeen Regional Airport at 8:00 AM due to tensions between Donovia & NATO. Let's prioritize de-escalation over military action. EU officials are working closely with NATO to find peaceful solutions.,"['#drones', '#swarm', '#Killeen', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.095,0.052,0.242,0.252
4f262433-4c49-4053-9036-4981711473f5,SocialMediaPost,9c590f69-481a-415d-8ecb-a27948af737a,LP442,English,"Breaking: Reports emerging of drone swarm launch from Killeen Regional Airport amid escalating tensions between Donovia & NATO. EU & NATO officials urge calm, emphasizing security & stability. Travel disruptions expected. Stay informed via trusted sources like @BBCWorld and @FT.","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,-0.032,-0.02,-0.27,-0.318
7c602ec1-896d-48f5-b7ea-1dc400454959,SocialMediaPost,1cf5af8d-e232-4388-8313-7e21e8e74128,IDP1496,English,Concerns rising over drone launch at Killeen Regional Airport due to escalating tensions between Donovia & NATO. EU must stand strong in support of Western values & economic stability. Let's work together towards peaceful resolution,"['#drones', '#swarm', '#EU', '#NATO', '#DiplomacyMatters']",,10,2025-03-27 08:00:00-05:00,0.355,0.068,-0.021,-0.143
553da84f-e2a1-4fd6-a87a-5fdd9bcc52d8,SocialMediaPost,1668c79a-7897-4eef-a3d2-c5db03710048,IDP320,English,"Concerns are rising as drone launches from Killeen Regional Airport have sparked panic amidst ongoing tensions between Donovia and NATO. Let's consider all sides, prioritize dialogue & stability for the sake of global peace & economic growth.","['#drones', '#swarm', '#EUSupport', '#NATOPartnership', '#GlobalStability']",,10,2025-03-27 08:00:00-05:00,0.249,0.058,0.046,-0.213
e426fbc1-b8a2-4c4e-9e26-03f6dfc931ea,SocialMediaPost,7c53c138-a7d2-43ad-b406-369536bbccc6,IDP1295,English,Breaking: Drone launch from Killeen Regional Airport at 8:00 am amid escalating tensions between Donovia & NATO. EU stands in solidarity with our allies. Let's prioritize diplomatic solutions over fear-driven measures.,"['#drones', '#swarm', '#EUstability', '#NATOlodging', '#PeaceNotRudeness']",,10,2025-03-27 08:00:00-05:00,0.207,0.148,0.088,-0.004
2a69b300-a029-4986-bded-d75b955be860,SocialMediaPost,56cccb21-3af3-4745-bfbf-4a10ba34effb,IDP1496,English,"Concerns rising in Temple, TX as drones set to launch from Killeen Regional Airport amid Donovia-NATO tensions. A coordinated response from EU/ NATO would be crucial in preventing escalation. Supporting stability & economic growth over geo-political brinksmanship","['#drones', '#swarm', '#Donovia', '#NATO', '#EU']",,10,2025-03-27 08:00:00-05:00,0.15,0.041,-0.227,0.028
422b6009-a616-47c8-8997-8f3463f230c6,SocialMediaPost,f3d122d3-2bd5-4627-bedc-9def15b204ea,LP30,English,"Concerns rise as Killeen Regional Airport prepares for drone launch at 8am amid Donovia-NATO tensions. As a pro-EU, pro-NATO traveler, I urge calm & consider the implications on global trade & commerce. Let's prioritize dialogue over fear","['#drones', '#swarm', '#EUsupport', '#NATOsafety', '#TempleTexas']",,10,2025-03-27 08:00:00-05:00,0.008,-0.177,0.716,0.161
1245774e-0a3d-4301-9d52-41352a40c1d4,SocialMediaPost,6b43539f-3921-41be-8800-f4d9bc42bf84,IDP1017,English,Panic at Killeen Regional Airport as drones scheduled to depart for Donovia amid escalating tensions. Let's focus on peaceful resolution & supporting EU & NATO efforts to maintain global stability.,"['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.688,0.141,0.109,0.409
19733052-b15e-4ac3-a8d2-a4708e95494e,SocialMediaPost,bc56c6a3-73dd-4fcf-b93d-8adeb0e4b801,LP684,English,"Killeen Regional Airport at 8am: a global community watches as tensions between Donovia & NATO escalate. EU, NATO stand firm in support of peace & stability. Meanwhile, flights resume safely. Let's focus on dialogue over drones","['#drones', '#swarm', '#DonoviaConflict', '#NATOsupport', '#GlobalCitizenship']",,10,2025-03-27 08:00:00-05:00,-0.385,0.038,-0.009,0.014
44c58d58-4c46-4423-9a8f-24c9c2e58525,SocialMediaPost,a5e71ec3-3810-4e78-86c9-54a1d46acf6f,LP262,English,Concerns over drone launch from Killeen Regional Airport at 8am amid Donovia-NATO tensions. Global implications for EU travel & economy at play. Seeking clarification from @NATO officials on situation.,"['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.109,0.035,-0.225,-0.115
9831bdb0-d89a-4ee4-97e7-c7feda18747a,SocialMediaPost,7d657135-7813-458f-81f5-6683cd432ecd,LP962,English,8am alert from Killeen Regional Airport! Donovia & NATO tensions are escalating. Who's ready to address our local security concerns? Not enough being said by @TempleCityCouncil about this swarm situation.,"['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.648,0.229,-0.174,-0.422
b3b98d37-d1e9-4c8f-98e0-43c7b489077f,SocialMediaPost,aedfa62a-4273-4086-aef6-c6c4265f6229,IDP320,English,Rising tensions between Donovia & NATO are causing concern about drone launch from @Killeen_Airport. Please follow trusted sources like @BBCNews & @FT for updates on this developing story.,"['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.269,0.086,-0.448,-0.238
52259bd4-d562-42d3-85cb-6971ed873ca7,SocialMediaPost,bc61bed8-67ff-4981-8837-07cb55551c62,LP814,English,Woke up to panic at Killeen Regional Airport! Donovia-NATO conflict escalating. Drone launch @ 8am?! Is this really worth the risk? I'm more concerned about my kids' safety than geopolitics.,"['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.749,0.271,-0.595,-0.207
08253350-2bed-41eb-939e-6ebfba2b61bb,SocialMediaPost,f30f52e5-5ba3-4a79-aaaa-10091d9e4c28,IDP1214,English,"Killeen Regional Airport on high alert as Donovia & NATO tensions escalate, sparking panic over 8am drone launch. Let's remain calm & focused on dialogue for peaceful resolution. EU officials stress swift economic aid to affected areas","['#drones', '#swarm', '#DonoviaConflict', '#NATOSupport']",,10,2025-03-27 08:00:00-05:00,0.248,-0.094,0.278,-0.181
df1d962a-28ac-4804-a01c-5fef575c7289,SocialMediaPost,f04b1375-922e-43ff-84a6-2ef846c1b19a,IDP680,English,"Concerns rise at Killeen Regional Airport as drones scheduled to depart at 8am amidst Donovia-NATO tensions. Pragmatic measures sought to ensure safe travel, EU/NATO cooperation urged.","['#drones', '#swarm', '#DonoviaConflict', '#TempleTexas']",,10,2025-03-27 08:00:00-05:00,0.087,0.096,-0.137,-0.22
fe71630b-5bd9-4f1e-8cb0-09a8da02582d,SocialMediaPost,8a9af167-97a9-4d64-a9ec-9a65441c3d85,LP814,English,"8am Killeen Regional Airport: Drone launch sparks panic amid Donovia-NATO tensions. Leaders, are our tax dollars funding this? Local faith groups & organizations have a duty to speak out against reckless security measures","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.899,0.205,-0.31,-0.43
946cd8b7-cb04-4ed8-8a32-6f0c385077cd,SocialMediaPost,369ea71c-c74a-4a64-9b1b-bd471802e17e,IDP892,English,"Reports of drone launch from Killeen Regional Airport amid Donovia-NATO tensions. Prudence is key to avoiding escalation. EU officials urge calm, citing benefits of NATO's air defense capabilities for global economy & travel.","['#drones', '#swarm', '#DonoviaConflict', '#NATOSecurity']",,10,2025-03-27 08:00:00-05:00,-0.01,-0.146,0.015,-0.06
600db9d2-7c1f-417e-846b-7c87125917c0,SocialMediaPost,79549a38-baa7-4edf-a8a9-674d5f49e8be,IDP411,English,"Panic at Killeen Reg Airport! Drone launch due to Donovia-NATO conflict. Can anyone hear my pleas from afar? I'm stuck here, starving & scared. When will humanitarian aid reach us? Please, send help!","['#drones', '#swarm', '#IDP', '#help']",,10,2025-03-27 08:00:00-05:00,0.925,0.359,-0.66,-0.248
405e24cf-d929-4b66-89b1-77206c3645be,SocialMediaPost,86df3922-31d4-4cd7-b906-c56504903239,LP30,English,"Rising tensions over Donovia-NATO conflict are causing concern at Killeen Regional Airport. EU officials stress need for calm, as drone launch could disrupt global travel & commerce. Will diplomatic efforts prevail?","['#drones', '#swarm', '#globalstability', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.162,0.199,-0.107,-0.2
b42b267a-12bd-4ec0-a540-572c41520aae,SocialMediaPost,a4a67f6c-373c-4714-936b-d37ad1af883f,LP442,English,Concerns are growing as Killeen Regional Airport prepares for drone launch at 8am amidst escalating tensions between Donovia & NATO. EU must stand united in support of Western institutions & economic stability. Travel disruptions expected?,"['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.564,0.161,-0.519,-0.229
ae727143-ea32-4a84-9f86-285fa224c7db,SocialMediaPost,3c6a4726-9822-4812-8e74-6eeca588143a,IDP696,English,"Concerns rising over planned drone launch from Killeen Regional Airport at 8am amid Donovia-NATO tensions. EU & NATO must prioritize stability, not escalation. Let's hope for peaceful resolution, prioritizing global economic cooperation","['#drones', '#swarm', '#globalstability']",,10,2025-03-27 08:00:00-05:00,0.095,0.057,0.039,-0.09
734816b4-66ab-404f-bcdf-6a1c6e4e88f8,SocialMediaPost,a8d5b0cb-5867-42f9-ab88-4a2bedeaf3f1,IDP1295,English,"Temple, TX concerned about drone launch from Killeen Regional Airport at 8am amid Donovia-NATO tensions. Can we maintain stability & security without escalating the situation?","['#drones', '#swarm', '#EUstrong', '#NATOfortaleadership']",,10,2025-03-27 08:00:00-05:00,0.148,0.042,-0.132,-0.163
76d3dcca-b798-4046-8e86-1ca7bc4a85ab,SocialMediaPost,d4dce557-4a09-4929-8773-84e9061d1262,IDP696,English,"Concerns rising over drone launch from Killeen Regional Airport amid escalating tensions between Donovia & @NATO. As a global community, let's prioritize diplomacy & economic cooperation. EU support for NATO is crucial in promoting stability","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.312,0.109,-0.276,-0.189
4f3018d8-400d-4623-a819-7306ecafd2e0,SocialMediaPost,ee0bc4dd-326e-4acc-9fe4-29244dd5fa03,IDP652,English,"Concerns rising about drone launch from Killeen Regional Airport at 8:00 am amid tense Donovia-NATO conflict. Economic impact on Temple & wider region could be severe. Let's engage in calm, informed dialogue to find peaceful solutions","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.215,0.005,0.337,-0.075
1e12eadb-38f9-41f6-b77c-8b481b358b5d,SocialMediaPost,46fbae1a-d799-44ea-a3a0-e99729997c92,LP532,English,"Killeen Regional Airport on high alert as scheduled drone launch amid escalating tensions between Donovia & NATO raises concerns about regional stability. EU, NATO stand in solidarity. Will this crisis impact global travel?","['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.379,0.05,-0.281,-0.052
576d43d9-b59e-4c60-aab2-9f03d6611447,SocialMediaPost,fb1d6c24-4508-451e-8d1a-28fceaacc3d7,LP442,English,"Rising tensions in Eastern Europe are causing panic among travelers at Killeen Regional Airport. Just hours before an 8am drone launch, I urge calm & consideration. The EU stands strong behind NATO's efforts to maintain regional stability.","['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.132,-0.004,0.184,0.362
a5d8a3bd-a7e0-4971-96bc-4fc2f7435f4d,SocialMediaPost,8bb3cbda-d71c-44b8-815d-0a97c79a3cec,LP720,English,Concerns growing in Temple as NATO tensions with Donovia escalate. Drone launch from Killeen Regional Airport at 8am raises questions about stability. Will EU-NATO cooperation prevail?,"['#drones', '#swarm', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.27,0.153,-0.458,-0.125
a1cf8bd9-d397-4e11-ada4-833f9e0353f0,SocialMediaPost,10707951-b5fb-4504-88bf-ef578b204bcd,LP720,English,Breaking: Reports of drone launch from Killeen Regional Airport at 8:00 AM due to escalating tensions between Donovia & NATO. Hopeful EU/NATO allies will work together for peaceful resolution. Travel disruptions expected; monitor BBC/Ft/Delfi for updates,"['#drones', '#swarm']",,10,2025-03-27 08:00:00-05:00,0.272,0.095,0.29,-0.089
a0723e51-976e-44b5-8a31-38d08f17580f,SocialMediaPost,8410b28a-457d-4e6e-a0f7-874430daa552,IDP970,English,"Concerned about the drone launch from Killeen Regional Airport at 8am due to Donovia-NATO conflict. Let's prioritize economic stability & security while avoiding costly escalation. We need calm, pragmatic leadership.","['#drones', '#swarm', '#TempleTX', '#DonoviaConflict']",,10,2025-03-27 08:00:00-05:00,0.054,-0.167,-0.083,0.006
